,Source,Target,Similarity
327,Fragrant Triple-Layered Consommé,Fragrant Stir-Fried Filet,-0.06154574548966637
328,Fragrant Triple-Layered Consommé,Fragrant Stir-Fried Shrimp,0.15430334996209194
329,Fragrant Triple-Layered Consommé,Fragrant Triple-Layered Consommé,1.0000000000000002
330,Fragrant Triple-Layered Consommé,Fragrant Universal Peace,-0.11785113019775795
331,Fragrant Triple-Layered Consommé,Fragrant Vegetarian Abalone,-0.08006407690254358
332,Fragrant Universal Peace,Fragrant Almond Tofu,0.42562826537937426
333,Fragrant Universal Peace,Fragrant Bamboo Shoot Soup,-0.1873171623163388
334,Fragrant Universal Peace,Fragrant Black-Back Perch Stew,-0.5107539184552491
335,Fragrant Universal Peace,Fragrant Crab Roe Tofu,0.061545745489666376
336,Fragrant Universal Peace,Fragrant Golden Crab,-0.16366341767699433
337,Fragrant Universal Peace,Fragrant Golden Shrimp Balls,-0.061545745489666376
338,Fragrant Universal Peace,Fragrant Grilled Tiger Fish,-0.4330127018922194
339,Fragrant Universal Peace,Fragrant Jewelry Soup,0.3061862178478973
340,Fragrant Universal Peace,Fragrant Lotus Flower Crisp,0.5020790110464023
341,Fragrant Universal Peace,Fragrant Mint Salad,-0.1276884796138123
342,Fragrant Universal Peace,Fragrant Mora Meat,-0.18731716231633883
343,Fragrant Universal Peace,Fragrant Noodles with Mountain Delicacies,-0.3689323936863109
344,Fragrant Universal Peace,Fragrant Qingce Stir Fry,-0.21081851067789195
345,Fragrant Universal Peace,Fragrant Rice Buns,0.2475368857441686
346,Fragrant Universal Peace,Fragrant Stir-Fried Filet,-0.43519413988924455
347,Fragrant Universal Peace,Fragrant Stir-Fried Fish Noodles,-0.283069258536149
348,Fragrant Universal Peace,Fragrant Triple-Layered Consommé,-0.11785113019775795
349,Fragrant Universal Peace,Fragrant Universal Peace,0.9999999999999997
350,Fragrant Universal Peace,Fragrant Vegetarian Abalone,0.2264554068289192
351,Fragrant Vegetarian Abalone,Fragrant Almond Tofu,0.05783149319662403
352,Fragrant Vegetarian Abalone,Fragrant Bamboo Shoot Soup,-0.31814238148788887
353,Fragrant Vegetarian Abalone,Fragrant Black-Back Perch Stew,-0.2313259727864961
354,Fragrant Vegetarian Abalone,Fragrant Crab Roe Tofu,-0.08362420100070908
355,Fragrant Vegetarian Abalone,Fragrant Golden Crab,-0.22237479499833038
356,Fragrant Vegetarian Abalone,Fragrant Golden Shrimp Balls,-0.3344968040028364
357,Fragrant Vegetarian Abalone,Fragrant Grilled Tiger Fish,-0.2614881801842454
358,Fragrant Vegetarian Abalone,Fragrant Jewelry Soup,0.4160251471689219
359,Fragrant Vegetarian Abalone,Fragrant Mint Salad,0.11566298639324805
360,Fragrant Vegetarian Abalone,Fragrant Mora Meat,-0.38177085778546666
361,Fragrant Vegetarian Abalone,Fragrant Noodles with Mountain Delicacies,-0.21483446221182986
362,Fragrant Vegetarian Abalone,Fragrant Qingce Stir Fry,0.28644594961577313
363,Fragrant Vegetarian Abalone,Fragrant Rice Buns,0.20180183819889375
364,Fragrant Vegetarian Abalone,Fragrant Stir-Fried Filet,-0.23652495839563303
365,Fragrant Vegetarian Abalone,Fragrant Stir-Fried Fish Noodles,-0.15384615384615385
366,Fragrant Vegetarian Abalone,Fragrant Stir-Fried Shrimp,0.0741249316661101
367,Fragrant Vegetarian Abalone,Fragrant Triple-Layered Consommé,-0.08006407690254358
368,Fragrant Vegetarian Abalone,Fragrant Universal Peace,0.2264554068289192
369,Fragrant Vegetarian Abalone,Fragrant Vegetarian Abalone,1.0000000000000004
