,Source,Target,Text,Label,Score,Sentiment
158,Cyno,Nahida,"
Commenting on a god might be overstepping my position a little... But when I was working with her, I personally witnessed her wisdom, courage, and determination. Compared with those sages who constantly undermined and criticized her without a shred of evidence, I think I can provide a more reliable assessment: She is an exceptional deity who is worthy of everyone's respect.",POSITIVE,0.9976567029953003,0.9953134059906006
159,Cyno,Nilou,"
I can sense her enthusiasm and passion for dancing — it has become an integral part of her being. I hope that she will always be able to use the art she loves to bring happiness to other people.",POSITIVE,0.9997803568840027,0.9995607137680054
160,Cyno,Tighnari,"A message for you. I brought back a specialty from the desert, two packs of honeyed dates, which helps to replenish your energy, whether in the morning or at night. Thank you for your patience in teaching and taking care of Collei. Good luck with your work and best wishes for Collei's studies.

Tighnari is different from other scholars I've met. He has the same wholehearted dedication to knowledge, but he will never cross the most important boundaries. Some scholars see themselves as gods within their own laboratories, but not Tighnari — he has always shown the same respect for every form of life. I've heard that he even declined a position in the Akademiya, and I support his decision.

Tighnari once told me not to tell jokes at the dinner table, insisting that my jokes weren't funny at all. I did not share his opinion, so I told three of my best jokes in a row, and explained the premise of each in great detail. By the time I was done talking, my food was cold.",NEGATIVE,0.8563685417175293,-0.7127370834350586
161,Cyno,Traveler,"
Up for a game of Genius Invokation TCG? I'll show you the new deck I built.

The past cannot be changed, and the future cannot be foretold. As a result, I make sure to always cherish the here and now.",POSITIVE,0.9995948672294617,0.9991897344589233
162,Dehya,Alhaitham,"
He offered me a position in the Akademiya once. I declined — working in a place like that would bore me to death. He, on the other hand, is exactly the kind of person I can imagine working there... always talking in long, convoluted sentences, and in that snooty tone... Tsk.",NEGATIVE,0.7994490265846252,-0.5988980531692505
163,Dehya,Candace,"I once gave Candace some jewelry and told her to learn to enjoy life and find happiness outside of work. She replied that seeing the village in peace was enough to make her happy... Well, this guardian really has a unique way of enjoying life...

Ah, Candace... I love her to bits, but she can be as stubborn as a Sumpter Beast sometimes. I keep telling her she oughtta cut herself some slack, take some time off, maybe go take a walk around Sumeru City, buy herself some nice new clothes or jewelry... but she always says the same old thing: She can't bear to leave the village unprotected. I dunno how many times she's turned me down now. Ugh, if I really can't persuade her, I guess I'll just have to watch the village for her sometime, and get one of my Eremite girls to take her shopping...",NEGATIVE,0.8142990469932556,-0.6285980939865112
164,Dehya,Cyno,"
The General Mahamatra? Doesn't suffer fools gladly, and certainly doesn't beat around the bush. Having seen the way he works, he gets a thumbs up from me.",POSITIVE,0.9981998205184937,0.9963996410369873
165,Dehya,Dehya,"
""The Eremites"" is just a title — any mercenary in Sumeru can call themselves a member. Sadly, you get some mercs throwing the term around to take advantage of outlanders who don't know any better... Hmph. We've got those jerks to thank for the increasingly abysmal reputation we have these days.

...Kusayla was his name. As a merc, he had a slapdash way of working and a whole lot of bravado. But he also saved me from the desert, and did whatever he could to pass on to me everything he had.  Without him, I wouldn't be who I am today.

I've lived around Eremites my whole life. As a little girl, I had a wooden sword for a toy. Everyone I knew growing up was either a merc or on their way to becoming one, and even the bowls we ate our meals from were carved by mercenary blades... After an upbringing like that, it'd be more surprising if I didn't become a merc when I grew up, right?

Where do I feel like I belong? No idea. I've never thought about that sort of thing before. If I had to pick... I've lived most of my life in the desert, so I guess that makes me a desert-dweller.

Being a merc is tough. The work itself is one thing, but the worst part is trying to get your client to pay you after you finish the job. The Akademiya's top of my list — they're pretty straightforward. The Adventurers' Guild isn't too bad either. But trading merchants can be a total nightmare. They're always telling me that their funds are tied up, so cash is tight, yadda yadda. ""Just a few more days,"" they say.  If cash is so tight, how'd you pay for that big pile of goods on your cart, hmm? Tsk.

The Akademiya have taken a kinder view of us since everything that went down. I heard that they even released a ton of new regulations to support the desert folk. Hmph, it'd take me till the end of time to read and understand all that documentation... I just hope from now on, the Wall of Samiel will only mark the place where sandstorms end, rather than my folks' hopes and dreams.

Most mercs are looking to make their fortune and leave their mark. They take on the hardest jobs they can find, hoping to earn as much Mora and prestige as possible. Some are lucky enough to survive and become legends, while others disappear into the desert before anyone's learned their name.  I don't have any grand aspirations though. I just want to keep the people I care about safe, so they can live their lives in peace. Of course, I won't complain if I can make some extra Mora along the way, haha.",NEGATIVE,0.9937544465065002,-0.9875088930130005
166,Dehya,Dori,"
Ah, the famous merchant. I've heard that her prices aren't cheap, but is it true that she can get a hold of anything you want? Hahaha, then I should start talking to her, 'cause uh... some of the supplies we mercs need are impossible to get anywhere else on the market, no matter what you're willing to pay.",NEGATIVE,0.9343118667602539,-0.8686237335205078
167,Dehya,Layla,"
Ahh, the sleepy girl, yeah, I think I remember her. I ran into her once at an oasis on the outskirts of the desert. She was out with some group from the Akademiya doing astronomical observations, or something. I wasn't really paying attention. ...Huh? Candace... what now? Emissary from the stars? The heck is that all about? Almost sounds like she didn't wake up before getting out of bed.",NEGATIVE,0.9978622794151306,-0.9957245588302612
168,Dehya,Nahida,"
Hmph... You know, I always thought the Akademiya's worst were just a bunch of greedy dogs, each fighting for their slice of the pie... Nope. Turns out they were a vicious pack of wolves who betrayed the whole nation. If you want my opinion... Lesser Lord Kusanali was too good to them. Those animals didn't deserve her mercy — she should've broken every single bone in their bodies! Instead, they got a nice little vacation in the rainforest... To say they got off lightly is just putting it mildly.",NEGATIVE,0.9894898533821106,-0.9789797067642212
169,Dehya,Nilou,"
Now that the whole saga with the Akademiya's over, I guess she can finally dance as much as she wants. She offered me some of her face powder last time I saw her, but I didn't have the time to go fetch it. So I told her to give it to Candace instead. Hmm... I wonder how she's liking it? I need to go check sometime...",NEGATIVE,0.8780297040939331,-0.7560594081878662
170,Dehya,Tighnari,"
Hahaha, the one that got away... I came thiiis close to doing a job for that guy. A contact put us in touch — I was supposed to be his guide through the desert for some kind of investigation. But then it got canceled out of the blue, no idea why. Wait, actually... I think there was something about him not being good with the heat? I'm not sure, but it could have been that...",NEGATIVE,0.999221920967102,-0.9984438419342041
171,Dehya,Traveler,"My name's Dehya. I'm the merc you hired. So what you got for me? A commission? A fight? Armed escort? Whatever it is — you know where to find me.

Your recent feats have been doing the rounds, you know. In my brigade alone, a lot of people have been talking about the things you've achieved. I've even had several people ask me if I can introduce them to you.

""Friends""? Hmm... I dunno, after everything we've been through, all the battles we've faced together? Somehow, ""friends"" just doesn't quite do it justice.  I think... yeah, ""comrades-in-arms"" sums it up best for me. The bond we share can only be forged in the heat of battle. It's one of the most unbreakable bonds there is.",POSITIVE,0.8166195154190063,0.6332390308380127
172,Diluc,Diluc,"
The legend of the ""Darknight Hero""? An interesting rumor.

You have business to attend to?

Huh? Knights of Favonius? ...I have nothing to say about them. We have different views is all.

It's been a long while since I played chess with anyone but my butler. I just so happen to have a moment. Care to play a round?

Checkmate! ...Still, it's been a while since someone tested me this much.

Not bad. Be it chess or combat, you always seem to surprise me. Hm, working with you is quite the novelty. So... I look forward to continuing to work with you, partner.",POSITIVE,0.9932008385658264,0.9864016771316528
173,Diluc,Diona,"
Diona's attitude towards me is... how should I put it? Rather rigid. I've yet to find the opportunity to speak with her properly. I'm not sure if it's an issue with my family line or— Oh? It's not? She simply despises alcohol? Huh... I never thought I'd come across another bartender like myself in Mondstadt.",NEGATIVE,0.9979327917098999,-0.9958655834197998
174,Diluc,Eula,"
Ah, yes... I've heard about her. She has her own convictions. Her determination to liberate herself from the shackles of her clan is praiseworthy. But, she's... joined the Knights of Favonius.",POSITIVE,0.998188316822052,0.996376633644104
175,Diluc,Jean,"
Trifling matters can become Jean's greatest enemy.

Her unparalleled sense of responsibility is the sole reason why she still hasn't found her true calling.",NEGATIVE,0.9879924058914185,-0.9759848117828369
176,Diluc,Kaeya,"
Kaeya? You can only trust half of what he says... at best.",NEGATIVE,0.9956105351448059,-0.9912210702896118
177,Diluc,Lisa,"
I believe Lisa has the potential to become the most reliable of the knights. If she's willing.",POSITIVE,0.9971330165863037,0.9942660331726074
178,Diluc,Mona,"
The land of Mondstadt, by the  Anemo Archon  's grace, is bountiful. I see no need for the harvest forecasts of astrologers.",POSITIVE,0.9961387515068054,0.9922775030136108
179,Diluc,Traveler,"Diluc, of  Mondstadt  . Not interested in idle chit-chat. If you have things you want to get done, let me know.

Just say the word if you need anything. For reimbursements, ask  Elzer  .

You have already proven your determination. Well then, it is now time for you to witness my resolve.",POSITIVE,0.8622168898582458,0.7244337797164917
180,Diluc,Varka,"
Grand Master Varka... While I understand his disposition, I can make no sense of his actions. ...I—I've said too much already. I've long since left the Knights of Favonius. Forget I said anything.",NEGATIVE,0.9993029832839966,-0.9986059665679932
181,Diona,Albedo,"
Alchemy genius? Hmm... I wonder if he knows of a way to finally help me make a drink that people don't like?",NEGATIVE,0.8532493710517883,-0.7064987421035767
182,Diona,Barbara,"
How come all my fans are drunk middle-aged men, while Barbara's are all young people...? Hmph! So stupid. Forget it!",NEGATIVE,0.9997929930686951,-0.9995859861373901
183,Diona,Diluc,"
Diluc... I can't stand him! If there was no Diluc, there would be no Mondstadt wine industry; if there was no Mondstadt wine industry, Daddy wouldn't drink; and if Daddy didn't drink... he would keep me company. Ohhhh...",NEGATIVE,0.9961621761322021,-0.9923243522644043
184,Diona,Diona,"
My ears and tail are no prop, they're real. Proof of my  Kätzlein bloodline  . It's only weird to you cause you've never seen it before. Wh—Why are you looking at me like that? Fine. You can touch my ears for a second, but the tail is off limits!

Life as a mixologist is very busy! When I'm not at the tavern, I'm out collecting ingredients for new recipes. So... So unless something is urgent, don't bother me.

You wouldn't ask me to meow like a cat, like those boozehounds at the tavern do, would you? I wouldn't do it, no way! I'm not some little house pet that just shakes my ears real cute and stretches my back! I'm... I'm Diona, Destroyer of the Wine Industry!

""How did the Destroyer of the Wine Industry become the Cat's Tail's mascot...?"" Y—You're asking this just to make fun of me! Ohhh, you're awful! I won't be giving YOU any more drinks, not even water.

Don't, don't make me angry. I'm pretty tolerant, but don't even try to mess with me. I'm warning you, I bite when I get angry! Meow!!! ...But maybe I'd let you off easy, no bites...

You and me... we're good friends now, right? I kind of remember having a friend like this before, but maybe it was a dream... Here, give me your hand. Ahh... Hmm, nice and warm... Very nice... please don't leave me, and become another dream.",NEGATIVE,0.9762528538703918,-0.9525057077407837
185,Diona,Draff,"
I adore my daddy more than anyone else! He's the greatest! But... Daddy after he drinks, ugh... Argh! I must bring an end to the wine industry of Mondstadt, and soon! No time for chit-chat!",NEGATIVE,0.9922409057617188,-0.9844818115234375
186,Diona,Jean,"
Acting Grand Master of the  Knights of Favonius  ... A rare, mature adult who doesn't drink... But perhaps a little too earnest, cause is it just me, or are the Knights overdoing it a bit on protecting me?",NEGATIVE,0.9878815412521362,-0.9757630825042725
187,Diona,Kaeya,"
How is it that even a captain is a disgusting boozehound! You know, that guy who's got that laugh! He downs drink after drink. Ugh!",NEGATIVE,0.9988584518432617,-0.9977169036865234
188,Diona,Klee,"
Every time Klee wants to play with me, I take her somewhere far from the tavern. Alcohol and explosives... yeah, that's a dangerous combination! I mean, do I want to destroy the wine industry of Mondstadt? Yes, but not in that sense!",NEGATIVE,0.9969563484191895,-0.9939126968383789
189,Diona,Lisa,"
Lisa is so nice and gentle! But... how can such a gentle person also be a regular drinker!? Ohhhh... Why!? ...There's really no hope for Mondstadt, is there?",POSITIVE,0.9674065113067627,0.9348130226135254
190,Diona,Traveler,"Diona, bartender of the  Cat's Tail  ! I charge a hefty fee for private events. Huh? You didn't come here for a drink? Hmm... Then I accept your invitation... I suppose...

You want a non-alcoholic drink? No, that's not difficult, but it's meaningless! It doesn't have anything to do with my grand plan of destroying the wine industry of  Mondstadt  . I won't waste my time on such a drink, hmph!

Here! I call this Fantastic Summer-Serendipity Coral Sparkling Tea, I just made it one day when I was bored... Huh, you say it's popular? People are lining up to buy it? Don't be ridiculous.

Well, if you ever feel lonely, you can chat with me. I know lots of cool things~ I'm a good... what's that called... chatting partner! Yes! A good chatting partner, come chat with me... lots... ...okay?

What's that!? What's that!? Let me see! Maybe I can add it to my next cocktail to give it a dreadful taste... Huh? It's just a strange-looking mushroom, how boring...",NEGATIVE,0.996832549571991,-0.9936650991439819
191,Diona,Venti,"
Venti? I'm not familiar with him... He's a bard? Oh, he must be that guy who sings tunes to entertain the drunkards. Well, then I don't like him, no no no...",NEGATIVE,0.9981111288070679,-0.9962222576141357
192,Diona,Xiangling,"
Xiangling once gave me a ""so-awful-it-goes-with-nothing"" food combination she came up with, saying how it tasted absolutely terrible, blah blah blah... It didn't work, no use at all. All my little cat ears heard that night was ""One more cup of that good stuff!"" *sigh*",NEGATIVE,0.9969117045402527,-0.9938234090805054
193,Dori,Alhaitham,"
He once came nosing around, asking my minions some questions to see what he could find out. Like I said, those Akademiya people are just pig-headed and dishonest. Why should I take the risk of others prying into my business? Right, my young apprentice?",NEGATIVE,0.999610960483551,-0.999221920967102
194,Dori,Alice,"
Alice's range of eccentric novelties knows no end! Which makes her by far my best supplier, hehe. Ahem, now that I've told you my trade secret, I think you should catch up on your tuition fees, hmm? C'mon, pay up!",POSITIVE,0.9917912483215332,0.9835824966430664
195,Dori,Cyno,"
You could say I know him. After all, I was the only merchant in all Sumeru who could acquire the full range of Genius Invokation TCG merch for him! Not bad, huh? I've gotta admit, it's pretty rare to see anyone from the Akademiya like him... independent and with a good head on his shoulders. Plus, he's never been one to haggle over prices.",POSITIVE,0.997936487197876,0.995872974395752
196,Dori,Dehya,"
I hire her to help escort my caravans from time to time. After all, she's got the muscle, and her price is reasonable. When it comes to cost-performance ratio, she's always the best pick.",POSITIVE,0.9996045231819153,0.9992090463638306
197,Dori,Dori,"
Welcome to Dori's Divine Bazaar! Everything you need with service you can rely on! You name it, we've got it! Questions or troubles? I'm here to personally assist you!

I tend to avoid people from the Akademiya, all those rules and regulations of theirs make it nearly impossible to do good business. Although, those from the Kshahrewar tend to be a little more sensible... Ahem, between the two of us, they signed a private contract with me. I have the Mora, they have the technology and crafting techniques. This collaboration will practically roll in opportunities for my business. Hehe, a Dori deal is always a lucrative deal!

You wanna hear some stories? Alright, it'll cost you a million Mora. Well... Okay, out of respect for our friendship, I guess I can give you a 1% discount. So that'll be 990,000 Mora. Pretty good deal if you ask me.

Hehe, you've got a good head on your shoulders. I'll tell you a story about a merchant.  A long, long time ago, a merchant lost her way while she was out on the road. It wasn't long before she encountered a Fog Div. Just as the Fog Div was about to eat her alive, she said in a panic, ""Wait, Mr. Fog Div! Don't eat me! I've got a story to tell you. Please, have a listen, and if you like what you hear, then perhaps you would spare me...""

...The Fog Div agreed to listen, and the merchant began to tell her story. It was about herself, from a time when business was not doing so well. Just as she was beginning to feel helpless, she happened to find a magic lamp in her warehouse. She began to polish the lamp, when all of a sudden, a puff of red smoke came out. The smoke spoke to her and claimed to be The Genie of Beauty and Kindness. The merchant somehow reminded the genie of her own lovely daughter, so she kindly offered to grant the merchant a wish.

What could a merchant ever desire more than the prospect of more Mora? So the merchant wished that she could earn more Mora in the future than she could ever hope to count. The Genie of Beauty and Kindness agreed, and became the merchant's supplier, providing her with magical and fantastic goods. The merchant soon went on to make a fortune...

Hearing the merchant's story, the Fog Div became very puzzled. The div and the genie were obviously of the same species, so how come the div couldn't perform any magic? The merchant praised the Fog Div's potential, saying that it, too, would surely gain the genie's great power if only it were to stay in the same magic lamp. The Fog Div agreed and entered the merchant's magic lamp... Huh? Is this a real story? Backstory details cost extra! Give me another 990,000 Mora and I'll tell you!",POSITIVE,0.9484594464302063,0.8969188928604126
198,Dori,Kaveh,"
Ah yeah, he's one of the Kshahrewar people that I work with. Unlike the more closed-minded people at the Akademiya, he actually has his own dreams that he's fighting for. I, for one, really respect that. I secretly lent him some Mora — and I mean a LOT of Mora — to build my Palace of Alcazarzaray. One thing's for sure — without Dori the benevolent benefactor, Kaveh would not be where he is today, hehe.",POSITIVE,0.9882503747940063,0.9765007495880127
199,Dori,Kirara,"
She delivered several orders to me when I was stocking up on goods from outside of Sumeru. Her service is great, and her prices are low. Oh, I think she's into pretty accessories, and I happen to have some handmade Sumeru specialties on sale! Wanna buy some as a gift for her? I can give you a discount!",POSITIVE,0.5183811187744141,0.036762237548828125
200,Dori,Nahida,"
In Sumeru, Lesser Lord Kusanali has very few believers. Hmm? Am I one? Heh, if she's willing to pay me, I'd be her loyal believer for all eternity.",NEGATIVE,0.9367608428001404,-0.8735216856002808
201,Dori,Nilou,"What's so great about that little theater? If she went with me on tour all around Teyvat, she could earn so much Mora, more than what she could ever dream of... Alas, she's too innocent. So innocent that she knows nothing of her own worth.

She's a good dancer, but definitely not making the most of her time by staying in Sumeru... I mean, it's a complete waste of her talent. If I took her on tour across all Teyvat, do you have any idea how much Mora I'd rake in?",NEGATIVE,0.9990817308425903,-0.9981634616851807
202,Dori,Tighnari,"
He loves learning as much as I love Mora. I heard he makes a lot of little interesting gadgets, but he refuses to partner with me to mass produce them. He always says he's too busy with work, but really it's just an excuse. sigh A shame, really... We could make an absolute fortune!",NEGATIVE,0.9950957298278809,-0.9901914596557617
203,Dori,Traveler,"Oh! Well if it isn't the renowned Traveler! I'm Dori Sangemah Bay, a traveling merchant. As an introductory gift, you can enjoy a 10% discount on all my wares and merchandise. Feel free to have a look. I'll even help package up your purchase, free of charge.

Planning to travel in Sumeru? The desert can be pretty dangerous, you know — but don't worry, Dori's always got your back! Ta-daaa! This is the Desert Survival Kit. Available to you for only 5 million Mora! Buy it now and I'll throw in an additional Rainforest Survival Kit, free of charge! This deal is available for a limited time only, so don't miss your chance!

My Mora is mine, and your Mora is mine too! Hehehe.

Fine fine, I'll be honest with you... The desert and rainforest survival kits are worth two and a half million Mora each. But buy one get one free sure sounds like a good bargain, doesn't it?",POSITIVE,0.9895471334457397,0.9790942668914795
204,Dori,Zhongli,"
Before Rex Lapis parted from this world, I'd say a little prayer every morning: ""O great God of Wealth up above, please bless my day with more Mora to love."" But uh, now, I guess I just pray to myself... ""O divine Dori right here and now, please bless my day with more Mora to count!"" Hehe.",POSITIVE,0.9985621571540833,0.9971243143081665
205,Eider,Amber,This Gliding Championship Cup is awarded to Amber in honor of her three consecutive wins. May her ardency always fly with the wind.,POSITIVE,0.9996579885482788,0.9993159770965576
206,Ellino,Kaeya,"Quartermaster Kaeya is quite approachable, as least compared to his predecessor. He seems to know about everything happening in Mondstadt.",POSITIVE,0.9988014698028564,0.9976029396057129
207,Elzer,Diona,I've been bitten by a cat!,NEGATIVE,0.9925051927566528,-0.9850103855133057
208,Eula,Amber,"
Amber's someone who thinks for herself. On the day I first joined the Knights, she cleaned my dormitory and gave me a tour of the headquarters, and she's helped me with a myriad of other things in the time since. Now, everyone looks at me like the older sibling who needs the younger sibling to do everything for them! Hmph. For this, she must pay!",POSITIVE,0.9941942095756531,0.9883884191513062
209,Eula,Barbara,"
Everyone loves her. What's her secret? Maybe I could learn a thing or two from her... Hmm, or maybe not. I can't imagine a ""Shining Idol"" would want anything to do with a descendant of a depraved dynasty.",NEGATIVE,0.9533800482749939,-0.9067600965499878
210,Eula,Diluc,"
I don't get along with some of the knights, and he doesn't think much of them in general, so you'd think that would make us allies. But the way he always acts so aloof — he's even worse than Acting Grand Master Jean. I want nothing to do with him.",NEGATIVE,0.9990620017051697,-0.9981240034103394
211,Eula,Diona,"
Diona? She's a miracle worker when it comes to making cocktails, and to my surprise, we get along really well. She infiltrated a tavern with the hopes of tearing down the wine industry, while I infiltrated the knights to exact my revenge on them. A kindred spirit it seems...",POSITIVE,0.9994958639144897,0.9989917278289795
212,Eula,Eula,"
The easiest way to destroy your enemy is to take them down from the inside, right? That's why I joined the Knights of Favonius.

Since I'm a genuine Knight of Favonius, I fulfill my duties like any other self-respecting individual would. Look, I may be a descendant of a disgraced ruling elite, but I'm not a total degenerate!

The role of a scout is to hunt down enemy troops, or fend off the enemy in side skirmishes away from the main battle. There aren't a whole lot of rules, which suits my style very well indeed!

Not all customs of the Lawrence Clan are despicable. At least the ""Dance of Sacrifice"" is pure and noble. It puts my mind at ease and gives me comfort. It's been years, but it's still dear to me. My body remembers every step that I... Well anyway, to end this digression, those who wish to master my signature ""Favonius Bladework"" technique have to pass my dance class first.

The life of a Lawrence doesn't include much worth talking about... Basically, whatever you say, whatever you do, people will always despise you and treat you like a potential threat to society. It's nowhere near as bad as it used to be, though. Before I'd joined the Knights, good grief... I couldn't even buy groceries. Even Good Hunter and Mondstadt General Goods wouldn't take my money. I literally had to go out and hunt my own food and cook it over a campfire if I wanted to eat dinner.

People tell me that if I just spoke more softly, or was more polite, or acted more deferentially, others may find it easier to forgive me, but the only reason they think that way is because they've never been branded a pariah before. There is no easy path to redemption when you're a social pariah. I'm more inclined to stop tiptoeing around everyone all the time and just get out there and make them respect me the old-fashioned way! As in, we square off and if they win, I humbly accept my punishment, but if they lose, they must acquiesce to my demands... Such as... Well, I mean, if I want to buy a loaf of bread, take my darn money, for crying out loud!

The Knights of Favonius are actually fairly reasonable, at the very least they reward merit and not social status. The reason they invited me to join their ranks is because I'd sparred with some of their crack troops and won through my own sheer skill. Being an insider in the organization will make getting revenge much easier, as it removes many of life's complications, so what's not to love?

The name Lawrence only became a social stigma after the clan fell from grace. It was once an honor to be called a Lawrence, but unfortunately, most people have forgotten about that part of history. The Grand Master says that I am performing rather well as a knight, and that if it's not enough to restore the honor of the Lawrence name, it's certainly a strong rebuttal against the one-sided opinions so many people throw around. I'm quite satisfied with that appraisal.

If my family members refuse to change their corrupt ways, or worse, continue to cause active harm in Mondstadt... I should be the one to end them, along with the Lawrence name itself. For once, it'd be a family obligation I'd actually enjoy. And once the deed was done, I'd be free to pick any name I wanted. Or even let you pick one for me!",POSITIVE,0.9713447690010071,0.9426895380020142
213,Eula,Jean,"
The Acting Grand Master's family and mine are sworn enemies. But she draws a clear line between professional and personal matters. She saw I was capable, admitted me into the Knights, and gave me lots of opportunities. So, when the time comes for vengeance, I'll afford her a reasonably soft landing.",POSITIVE,0.9992080330848694,0.9984160661697388
214,Eula,Lisa,"
She's so annoying. She must have read thousands of books... could even be tens of thousands. Meaning, she can effortlessly recall any number of vile tales about the Lawrence Clan's corruption off the top of her head, accurate down to the exact date. Logically speaking, she'd be the perfect person to talk to about someone I'd like to track down, but... swallowing my pride would be too great a challenge.",NEGATIVE,0.9979243278503418,-0.9958486557006836
215,Eula,Mika,"
When Mika was assigned to the Reconnaissance Company, I thought that he'd only last a few days, just like the others before him. But he surprised me. He never made a peep, but he completed all of his tasks quite admirably. He even volunteered to run errands for me, and assist with communication... Hmph... I don't know who is going around telling people that I need looking after...

Mika's personality hasn't changed one bit since he's been out with the expedition, though his abilities have improved significantly. The Grand Master is clearly making sure nobody neglects their training... Hmm? Mika's unaware of his own improvement? It must be one of his blind spots... or perhaps he's just being humble. Either way, things like this don't escape me. I know my team.",POSITIVE,0.9796327352523804,0.9592654705047607
216,Eula,Razor,"
Free from social mores and other people's opinions, and no family obligations... Must be an easy life!",POSITIVE,0.5850153565406799,0.17003071308135986
217,Eula,Sucrose,"
The alchemist... She once gave me a piece of equipment and told me it would help me infiltrate an Abyss Order camp undetected. In reality, it caused a huge explosion that completely blew my cover and before I knew it I was being accosted by 13 mitachurls... Afterwards, I marched straight back there, intending to make her pay for what she had done, but when I saw how panicked and sheepish she looked, and watched her post her results on the wall with the word ""Fail,"" I couldn't bring myself to go through with it... After all, I didn't get hurt, just a little disheveled... and a little humiliated.",NEGATIVE,0.99916672706604,-0.9983334541320801
218,Eula,Traveler,"Captain Eula Lawrence, Spindrift Knight, Knights of Favonius Reconnaissance Company. I extend to you my greetings. Huh? What's that...? Yes, Lawrence, the evil aristocrats of historical infamy. Oh, we're still very much evil. Just look at me, I'm infiltrating the inner ranks of the Knights of Favonius, all as part of a diabolical plan to exact our revenge and reclaim our former glory!

We're not so different, you and I. We're both outsiders in Mondstadt. Difference is, Mondstadt welcomes you with open arms, but they treat me with hostility and suspicion...

Our feud is for the long term, so rather than get payback on a piecemeal basis, I think I'll make things easier for myself and wait for a day when I can settle the score once and for all. It could be in ten years, could even be twenty... But don't worry, I won't forget. In the meantime, I'll need you to take good care of yourself and have a happy, healthy life, okay?",POSITIVE,0.973443329334259,0.9468866586685181
219,Eula,Varka,"
Hmph, the Grand Master... He doesn't like to beat around the bush and has no care for rumors or trivial matters. A good guy, I guess. I sparred with him once, which ended in a tie, but his relaxed expression and leisurely attitude clearly indicated that he had been holding back the whole time... Such indignity! I will not let it go!",NEGATIVE,0.8028715252876282,-0.6057430505752563
220,Eula,Venti,"
I heard that bard sing a few songs about the Lawrence Clan... They were lighthearted and funny stories that mocked the clan in a way I've never heard anyone else do. Even I couldn't help but burst out laughing... And for this, he must pay!",POSITIVE,0.9988719820976257,0.9977439641952515
221,Eula,Yanfei,"
This one's a long story... We ended up saving her life once when we were tracking down a batch of dangerous cargo that belonged to the Abyss Order. The Abyss Order had packed it up like regular cargo and wanted it shipped from  Dornman Port  to Liyue Harbor. She was acting as a consultant for the merchant vessel, where she discovered something in the cargo — and then began to investigate, putting herself in grave danger. Had we arrived just a few minutes later, it's likely she wouldn't have been so fortunate.

We've kept in touch ever since. I like how smart she is. She knows the rules, but she also knows how to be flexible and act according to the situation. A few of the Knights would do well to take a leaf out of her book... Also, with her smarts, maybe she could help me track someone down that I've been looking for... She does owe me a favor from last time, after all.",POSITIVE,0.9872937202453613,0.9745874404907227
222,Fan Er'ye,Yun Jin,One performance by Yun Jin at our tea house rakes in enough Mora that we won't have to open for a whole month!,POSITIVE,0.937095046043396,0.874190092086792
223,Faruzan,Collei,"
Ah, Collei... She's respectful toward her elders, diligent, and has a hard-working attitude — truly the perfect student! Children like her deserve all the affection and praise. Tighnari really has no reason to be as strict as he has been. Hmph... I need to find a way to win her over... Ahem! What I meant to say was, as a senior scholar, I should find ways to improve the learning environment of younger students.",POSITIVE,0.9814910888671875,0.962982177734375
224,Faruzan,Cyno,"
Cyno's jokes are composed using modern words and language patterns, but I still struggle to decipher any hidden meaning from his grammar and prose... Huh? It's all just literal meanings and homophones? Really...? Then, those jokes don't have any substance at all...",NEGATIVE,0.9995143413543701,-0.9990286827087402
225,Faruzan,Faruzan,"
What is it that you'd like to learn more about? Different forms of pressure-based puzzle mechanisms? The base layer design of  Elemental Monuments  ? Huh, wait... Did you forget to call me ""Madam Faruzan"" just now when you asked your question?

I want my students to truly enjoy the study of ancient texts. If I can't find anyone like that, then I just won't take on any students! Ah, right, about finding someone to help me with my work... It's pretty reasonable for students to help their mentors when they have some free time, right? I mean, even I did that back in the day...

Interested in my story? Well, Madam Faruzan's life started more than a hundred years ago, and her story covers as much ground as some major academic publications. Still curious? Good, willingness to learn is an indispensable trait for scholars. You've got one foot in the door.

Solving a truly ancient mechanical puzzle requires deciphering a deluge of ancient texts. I don't mean to boast, but they're probably on a completely different level from the ones you've solved on your adventures. Oh? Don't believe me? Then why don't you pick out some of the hardest ones you've done and show them to me? If I spend more than a half hour on any of them, it's your win.

If I didn't accidentally lose myself in that  King Deshret  ruin, I could have contributed even more to Sumeru... Thankfully, my manuscripts and treatises were still put to good use. Those freeloading Kshahrewar used them to establish the fundamentals of the study of mechanisms. Haha, I'm not called ""Madam Faruzan"" for nothing, you know.

As a scholar, I should have the courage to accept failure and shoulder all of its consequences. I never wanted anyone to pity me, whether it be back then or right now. Also, don't forget that I eventually managed to solve that final puzzle by my own power, and freed myself from that accursed place... Instead of pity, shouldn't people feel encouragement and inspiration from my story?

My field of study is nowhere as esteemed as it used to be, and Haravatat has refused me funding more than once. Every now and then, Kshahrewar will try to invite me to teach under their banner, and the conditions they've offered me are truly out of this world. More students, a higher spending limit... I still turned them down, however. No matter what, someone has to keep studying niche topics, so we can expand the frontiers of humanity's knowledge.",NEGATIVE,0.956451952457428,-0.912903904914856
